ACTION_TYPE,EVENTTIME,GAME_DATE,GAME_EVENT_ID,HTM,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,QUARTER,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_TIME,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME,VTM
Jump Shot,391,20151124,883,MEM,-198.8483,133.4158,6,3,101114,Deron Williams,3.0,31,1,25,394.43,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks,DAL
Driving Finger Roll Layup Shot,671,20160118,2826,DAL,120.1861,238.8676,11,1,101114,Deron Williams,1.0,11,1,2,651.62,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,BOS
Hook Shot,285,20151031,6297,WAS,-150.2012,209.6814,4,4,201577,Robin Lopez,4.0,45,1,4,279.41,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks,NYK
Fadeaway Jump Shot,385,20151124,835,GSW,-115.574,112.1425,6,3,977,Kobe Bryant,3.0,25,1,16,387.62,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL
Jump Shot,295,20151122,3436,NOP,-230.1294,20.3572,4,4,203933,TJ Warren,4.0,55,1,24,298.02,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612756,Phoenix Suns,PHX
Jump Shot,288,20151214,505,DET,8.5619,187.0613,4,2,203484,Kentavious Caldwell-Pope,2.0,48,1,15,293.27,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612765,Detroit Pistons,LAC
Alley Oop Layup shot,474,20151120,5091,LAL,115.5288,381.9819,7,1,203903,Jordan Clarkson,1.0,54,1,1,470.65,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,TOR
Jump Shot,684,20151125,1357,HOU,-127.9807,132.91,11,3,201188,Marc Gasol,3.0,24,1,19,686.41,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612763,Memphis Grizzlies,MEM
Layup Shot,30,20151226,2211,PHX,89.5077,26.4044,0,3,101179,Ronnie Price,3.0,30,1,2,28.7,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,PHI
Turnaround Jump Shot,202,20151130,6110,ATL,-2.1184,120.7872,3,1,202683,Enes Kanter,1.0,22,1,10,190.04,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612760,Oklahoma City Thunder,OKC
Dunk Shot,512,20151030,2091,SAC,1.1588,65.9906,8,4,101138,Brandon Bass,4.0,32,1,0,515.65,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL
Layup Shot,468,20151104,5393,OKC,46.3586,79.4991,7,1,2449,Luis Scola,1.0,48,1,0,479.27,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors,TOR
Layup Shot,188,20160123,6663,PHX,83.1077,76.207,3,1,203118,Mike Scott,1.0,8,1,1,213.82,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,ATL
Jump Shot,445,20160110,5698,NYK,-144.3226,-9.5828,7,1,2546,Carmelo Anthony,1.0,25,1,14,480.85,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612752,New York Knicks,MIL
Reverse Layup Shot,132,20151104,8308,PHX,221.6688,2.5897,2,4,203462,Archie Goodwin,4.0,12,1,1,123.26,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,SAC
Turnaround Fadeaway shot,122,20160122,2970,GSW,38.663,40.3895,2,4,203524,Solomon Hill,4.0,2,1,7,155.56,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612754,Indiana Pacers,IND
Jump Shot,106,20160102,5317,SAS,-184.1863,118.9553,1,4,1891,Jason Terry,4.0,46,1,26,98.79,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612745,Houston Rockets,HOU
Pullup Jump shot,443,20151027,4782,ATL,90.118,143.7248,7,2,201952,Jeff Teague,2.0,23,1,16,445.46,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks,DET
Layup Shot,41,20151225,8849,OKC,39.9866,22.3849,0,3,202683,Enes Kanter,3.0,41,1,1,42.8,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,CHI
Jump Shot,230,20151220,66,TOR,-52.0272,251.9547,3,4,202335,Patrick Patterson,4.0,50,1,24,250.56,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612761,Toronto Raptors,SAC
Jump Shot,682,20151223,3347,IND,-67.2997,109.718,11,2,201155,Rodney Stuckey,2.0,22,1,12,685.22,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612754,Indiana Pacers,SAC
Driving Layup Shot,93,20151221,2613,ATL,97.4792,48.9006,1,4,202329,Al-Farouq Aminu,4.0,33,1,1,94.1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612757,Portland Trail Blazers,POR
Running Layup Shot,254,20151129,553,MEM,-194.822,154.9104,4,1,203917,Nik Stauskas,1.0,14,1,1,247.55,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,67,20151103,5681,SAC,-10.9809,265.0403,1,4,203961,Eric Moreland,4.0,7,1,4,78.69,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612758,Sacramento Kings,MEM
Jump Shot,367,20151216,409,IND,190.8066,138.7555,6,4,202083,Wesley Matthews,4.0,7,1,26,369.85,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks,DAL
Pullup Jump shot,388,20160104,803,PHI,218.3603,57.0486,6,1,202397,Ish Smith,1.0,28,1,18,392.02,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612755,Philadelphia 76ers,MIN
Jump Shot,492,20151117,5194,DET,-172.91,185.8453,8,3,202694,Marcus Morris,3.0,12,1,26,496.78,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612765,Detroit Pistons,CLE
Jump Shot,410,20151204,7740,DAL,134.3238,34.4803,6,3,202718,Chandler Parsons,3.0,50,1,21,375.62,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612742,Dallas Mavericks,HOU
Driving Layup Shot,478,20160120,8913,HOU,-77.3709,271.328,7,3,201951,Ty Lawson,3.0,58,1,3,489.99,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,DET
Jump Shot,190,20151118,4472,ORL,-16.4136,3.733,3,3,203498,Shabazz Muhammad,3.0,10,1,24,187.11,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612750,Minnesota Timberwolves,MIN
Putback Layup Shot,426,20160104,2471,PHI,-37.0512,62.8386,7,4,201171,Carl Landry,4.0,6,1,1,430.17,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,MIN
Jump Shot,254,20160107,730,CHI,-220.3178,23.5743,4,3,203109,Jae Crowder,3.0,14,1,22,259.32,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612738,Boston Celtics,BOS
Jump Shot,159,20151125,8578,LAC,-38.9456,141.1726,2,1,202344,Trevor Booker,1.0,39,1,14,162.47,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612762,Utah Jazz,UTA
Jump Shot,667,20151129,9247,LAC,74.2009,204.7366,11,3,708,Kevin Garnett,3.0,7,1,5,666.3,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612750,Minnesota Timberwolves,MIN
Jump Shot,178,20151106,9020,NOP,-221.8249,4.5572,2,3,201962,Toney Douglas,3.0,58,1,24,181.19,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612740,New Orleans Pelicans,ATL
Tip Layup Shot,696,20151218,5415,PHX,-207.548,164.2906,11,2,203458,Alex Len,2.0,36,1,1,686.11,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612756,Phoenix Suns,NOP
Layup Shot,619,20151120,8742,DEN,24.714,81.9692,10,4,201589,Darrell Arthur,4.0,19,1,1,617.6,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,PHX
Cutting Layup Shot,216,20151204,3211,DAL,32.3716,93.1611,3,2,2734,Devin Harris,2.0,36,1,1,193.97,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,HOU
Jump Shot,522,20151130,8981,DET,-4.128,258.5526,8,1,202704,Reggie Jackson,1.0,42,1,25,525.98,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612765,Detroit Pistons,HOU
Jump Shot,326,20160106,3928,ORL,-32.1653,245.3619,5,2,203922,Glenn Robinson III,2.0,26,1,24,329.72,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612754,Indiana Pacers,IND
Jump Shot,377,20160121,8464,NOP,50.2655,27.9392,6,3,202704,Reggie Jackson,3.0,17,1,26,356.76,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612765,Detroit Pistons,DET
Jump Shot,663,20160107,1475,SAC,-41.0367,97.4787,11,2,201954,Darren Collison,2.0,3,1,9,666.27,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612758,Sacramento Kings,LAL
Driving Reverse Layup Shot,594,20151028,3753,MEM,218.4514,117.1262,9,3,201567,Kevin Love,3.0,54,1,0,613.38,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,606,20160110,3846,NYK,159.7358,226.9757,10,1,204001,Kristaps Porzingis,1.0,6,1,26,608.41,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks,MIL
Layup Shot,407,20151106,2853,NYK,178.6541,103.4604,6,1,203089,John Henson,1.0,47,1,2,427.62,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,MIL
Driving Finger Roll Layup Shot,503,20151223,5065,WAS,-74.2846,73.6184,8,2,203210,JaMychal Green,2.0,23,1,2,521.24,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612763,Memphis Grizzlies,MEM
Driving Reverse Layup Shot,85,20151212,6801,CHI,14.7227,-0.5932,1,2,201565,Derrick Rose,2.0,25,1,3,86.43,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls,NOP
Layup Shot,75,20151205,6685,LAC,0.5833,77.9668,1,1,201933,Blake Griffin,1.0,15,1,1,65.51,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612746,LA Clippers,ORL
Jump Shot,137,20151218,3832,ORL,170.7512,168.5252,2,1,203081,Damian Lillard,1.0,17,1,24,166.69,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612757,Portland Trail Blazers,POR
Jump Shot,696,20151205,3646,HOU,221.1402,-4.1662,11,1,201935,James Harden,1.0,36,1,22,699.32,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612745,Houston Rockets,SAC
Jump Shot,456,20151123,760,MIA,21.1332,243.1528,7,2,2547,Chris Bosh,2.0,36,1,24,459.5,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612748,Miami Heat,NYK
Pullup Jump shot,379,20151228,1039,ORL,189.0695,61.7584,6,1,203076,Anthony Davis,1.0,19,1,16,358.17,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans,NOP
Floating Jump shot,25,20160105,5097,LAL,44.0814,146.7388,0,2,101150,Lou Williams,2.0,25,1,13,32.32,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,GSW
Jump Shot,520,20151217,2718,LAL,-216.0234,0.5765,8,4,201951,Ty Lawson,4.0,40,1,25,529.44,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612745,Houston Rockets,HOU
Driving Layup Shot,613,20151223,8282,ATL,204.707,126.158,10,4,203471,Dennis Schroder,4.0,13,1,0,627.24,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612737,Atlanta Hawks,DET
Jump Shot,607,20151225,104,MIA,-31.1965,231.4868,10,1,2547,Chris Bosh,1.0,7,1,24,621.23,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612748,Miami Heat,NOP
Jump Shot,322,20151127,3163,OKC,-198.1876,179.8069,5,4,202704,Reggie Jackson,4.0,22,1,3,310.04,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Driving Layup Shot,673,20151120,375,MEM,64.0826,135.6004,11,2,201977,Marcus Thornton,2.0,13,1,3,663.03,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612745,Houston Rockets,HOU
Jump Shot,14,20151230,5182,BOS,149.7386,196.7694,0,2,203944,Julius Randle,2.0,14,1,24,16.63,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL
Running Finger Roll Layup Shot,541,20151203,6774,UTA,-177.6421,163.0164,9,1,203901,Elfrid Payton,1.0,1,1,2,535.62,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612753,Orlando Magic,ORL
Jump Shot,350,20151124,4143,GSW,-132.7269,206.884,5,3,201939,Stephen Curry,3.0,50,1,26,356.6,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,LAL
Jump Shot,688,20151113,6138,CHI,224.0519,-1.2152,11,2,201149,Joakim Noah,2.0,28,1,6,685.12,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612741,Chicago Bulls,CHA
Running Layup Shot,192,20151103,2742,DAL,204.3624,125.9789,3,1,2734,Devin Harris,1.0,12,1,1,172.14,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612742,Dallas Mavericks,TOR
Layup Shot,28,20160119,8614,DEN,77.4841,251.9448,0,2,201566,Russell Westbrook,2.0,28,1,2,3.83,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,OKC
Jump Shot,607,20160101,5088,MIA,-126.7654,207.7669,10,1,1717,Dirk Nowitzki,1.0,7,1,25,609.83,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612742,Dallas Mavericks,DAL
Jump Shot,604,20151110,9092,MIN,-176.0306,10.9123,10,4,202391,Jeremy Lin,4.0,4,1,13,605.8,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612766,Charlotte Hornets,CHA
Floating Jump shot,287,20160102,4073,LAC,24.1761,98.5545,4,1,200755,JJ Redick,1.0,47,1,12,281.46,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612746,LA Clippers,PHI
Layup Shot,348,20151225,4573,OKC,70.9915,167.1002,5,2,202710,Jimmy Butler,2.0,48,1,1,369.25,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612741,Chicago Bulls,CHI
Jump Shot,275,20151229,5939,NYK,-104.5222,192.671,4,2,201167,Arron Afflalo,2.0,35,1,11,296.8,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612752,New York Knicks,DET
Alley Oop Layup shot,475,20151123,3002,MIL,27.0313,5.8623,7,1,203083,Andre Drummond,1.0,55,1,0,463.71,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,DET
Jump Shot,658,20151107,9266,ATL,191.7056,148.3782,10,3,201952,Jeff Teague,3.0,58,1,24,660.35,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612737,Atlanta Hawks,WAS
Tip Layup Shot,466,20160123,5386,NOP,66.772,21.3763,7,1,202087,Alonzo Gee,1.0,46,1,1,431.5,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans,MIL
Jump Shot,63,20151030,4600,ATL,170.7489,7.9058,1,1,201143,Al Horford,1.0,3,1,17,65.76,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612737,Atlanta Hawks,CHA
Jump Shot,362,20151207,8733,CHA,-216.921,-3.4744,6,2,202694,Marcus Morris,2.0,2,1,21,365.77,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612765,Detroit Pistons,DET
Jump Shot,74,20160104,790,OKC,223.8016,99.7229,1,4,202326,DeMarcus Cousins,4.0,14,1,22,104.68,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612758,Sacramento Kings,SAC
Layup Shot,465,20151130,7165,DET,-211.932,88.7671,7,4,203083,Andre Drummond,4.0,45,1,1,491.88,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612765,Detroit Pistons,HOU
Jump Shot,272,20151231,4279,DET,-15.2201,91.6612,4,2,201937,Ricky Rubio,2.0,32,1,15,294.58,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612750,Minnesota Timberwolves,MIN
Layup Shot,290,20151104,1588,MIL,-222.51,116.6189,4,3,204456,T.J. McConnell,3.0,50,1,0,264.96,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,50,20151102,4215,GSW,-69.6881,109.4963,0,3,201578,Marreese Speights,3.0,50,1,16,70.58,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,MEM
Jump Shot,312,20151129,3741,NYK,183.9879,167.6601,5,3,101181,Jose Calderon,3.0,12,1,24,314.27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks,HOU
Jump Shot,665,20151221,8224,CHI,84.1993,73.9859,11,3,201572,Brook Lopez,3.0,5,1,11,668.38,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612751,Brooklyn Nets,BKN
Step Back Jump shot,452,20151111,159,DEN,-106.3796,199.3458,7,4,203114,Khris Middleton,4.0,32,1,20,454.08,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612749,Milwaukee Bucks,MIL
Pullup Jump shot,25,20160118,1866,ATL,3.2898,152.9799,0,2,201952,Jeff Teague,2.0,25,1,14,9.47,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612737,Atlanta Hawks,ORL
Turnaround Jump Shot,328,20151123,6531,MIL,218.9188,46.1728,5,1,203487,Michael Carter-Williams,1.0,28,1,6,292.01,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612749,Milwaukee Bucks,DET
Cutting Layup Shot,385,20151215,6131,BOS,-66.329,220.4779,6,3,2544,LeBron James,3.0,25,1,2,373.03,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612739,Cleveland Cavaliers,CLE
Jump Shot,33,20151103,1813,LAL,-150.0922,208.8199,0,4,1626144,Emmanuel Mudiay,4.0,33,1,25,35.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612743,Denver Nuggets,DEN
Jump Shot,77,20151108,4646,NYK,-147.3557,74.2921,1,2,201577,Robin Lopez,2.0,17,1,4,96.48,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612752,New York Knicks,LAL
Turnaround Jump Shot,310,20151129,1040,ORL,112.1249,225.6917,5,3,202323,Evan Turner,3.0,10,1,11,291.98,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612738,Boston Celtics,BOS
Layup Shot,262,20151123,3598,CHA,55.8103,7.5627,4,4,201587,Nicolas Batum,4.0,22,1,0,267.38,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612766,Charlotte Hornets,SAC
Layup Shot,624,20151106,2425,ORL,-120.9241,121.7043,10,3,202685,Jonas Valanciunas,3.0,24,1,2,609.95,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612761,Toronto Raptors,TOR
Jump Shot,603,20160120,3006,ORL,-104.025,128.3321,10,1,203457,Nerlens Noel,1.0,3,1,15,606.14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,590,20151223,2523,MIL,130.7826,209.9879,9,4,203138,Hollis Thompson,4.0,50,1,26,591.93,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612755,Philadelphia 76ers,PHI
Jump Shot,215,20151221,7810,NYK,86.9954,226.6517,3,1,2546,Carmelo Anthony,1.0,35,1,24,217.54,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612752,New York Knicks,ORL
Dunk Shot,17,20151204,8955,NYK,24.1465,240.3248,0,3,203186,Willie Reed,3.0,17,1,0,29.13,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612751,Brooklyn Nets,BKN
Driving Bank shot,158,20160120,1831,BKN,165.7772,55.3966,2,2,201152,Thaddeus Young,2.0,38,1,5,126.49,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612751,Brooklyn Nets,CLE
Jump Shot,684,20160118,2753,WAS,-28.3265,240.9128,11,2,203078,Bradley Beal,2.0,24,1,26,687.04,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612764,Washington Wizards,POR
Driving Layup Shot,39,20151110,2405,MIA,-105.792,234.8344,0,3,204020,Tyler Johnson,3.0,39,1,2,33.31,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612748,Miami Heat,LAL
Step Back Jump shot,47,20151120,3970,MEM,-151.3796,175.4043,0,2,201144,Mike Conley,2.0,47,1,25,50.73,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612763,Memphis Grizzlies,HOU
Finger Roll Layup Shot,204,20151214,2482,DEN,161.827,187.8167,3,1,201568,Danilo Gallinari,1.0,24,1,1,190.19,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612743,Denver Nuggets,HOU
Jump Shot,160,20151114,490,PHX,211.26,54.2237,2,1,201568,Danilo Gallinari,1.0,40,1,23,162.91,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612743,Denver Nuggets,DEN
Cutting Layup Shot,271,20151228,522,ORL,8.7817,70.8362,4,1,201936,Tyreke Evans,1.0,31,1,0,255.17,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,536,20151218,9344,MIA,-177.03,172.9664,8,2,203082,Terrence Ross,2.0,56,1,23,554.08,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612761,Toronto Raptors,TOR
Fadeaway Jump Shot,561,20151221,268,WAS,177.3331,87.0265,9,4,201196,Ramon Sessions,4.0,21,1,15,584.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612764,Washington Wizards,SAC
Jump Shot,129,20151204,1770,NOP,-12.449,326.1786,2,2,2544,LeBron James,2.0,9,1,29,121.62,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612739,Cleveland Cavaliers,CLE
Driving Bank shot,670,20151115,5436,OKC,108.4747,56.0951,11,1,203460,Andre Roberson,1.0,10,1,6,687.42,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612760,Oklahoma City Thunder,BOS
Jump Shot,271,20151112,5327,PHX,14.8825,33.481,4,3,2037,Jamal Crawford,3.0,31,1,16,271.89,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612746,LA Clippers,LAC
Jump Shot,295,20160122,575,HOU,-20.7857,43.7439,4,1,201935,James Harden,1.0,55,1,26,296.73,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612745,Houston Rockets,MIL
Jump Shot,61,20151028,7357,SAC,31.8431,58.2314,1,1,201954,Darren Collison,1.0,1,1,3,60.89,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,LAC
Jump Shot,97,20160110,3580,HOU,-225.8981,2.2286,1,2,201588,George Hill,2.0,37,1,23,99.86,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612754,Indiana Pacers,IND
Jump Shot,17,20151027,8023,GSW,92.4157,237.2805,0,4,201578,Marreese Speights,4.0,17,1,25,18.95,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,NOP
Jump Shot,625,20160122,4239,ORL,-12.5667,200.2588,10,2,203095,Evan Fournier,2.0,25,1,20,628.05,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612753,Orlando Magic,CHA
Driving Bank shot,74,20151221,6651,WAS,31.2713,106.3581,1,1,201954,Darren Collison,1.0,14,1,3,82.66,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612758,Sacramento Kings,SAC
Tip Layup Shot,284,20151206,6081,BKN,-172.1166,211.6189,4,4,201578,Marreese Speights,4.0,44,1,0,281.36,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,GSW
Jump Shot,645,20151223,3029,GSW,38.3018,182.5542,10,3,202324,Derrick Favors,3.0,45,1,13,670.41,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612762,Utah Jazz,UTA
Cutting Layup Shot,702,20151212,381,POR,127.3555,356.6663,11,1,204001,Kristaps Porzingis,1.0,42,1,1,699.93,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612752,New York Knicks,NYK
Putback Layup Shot,645,20151028,6435,MIL,12.7732,52.8402,10,1,202328,Greg Monroe,1.0,45,1,1,650.9,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612749,Milwaukee Bucks,NYK
Turnaround Hook Shot,392,20151226,7834,POR,148.6065,-7.435,6,3,201567,Kevin Love,3.0,32,1,7,421.14,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612739,Cleveland Cavaliers,CLE
Pullup Jump shot,75,20151028,3495,ORL,192.0263,168.939,1,4,1626209,Mario Hezonja,4.0,15,1,21,67.87,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612753,Orlando Magic,WAS
Pullup Jump shot,610,20151216,6019,UTA,-180.6119,93.1182,10,4,202708,Norris Cole,4.0,10,1,22,613.09,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612740,New Orleans Pelicans,NOP
Jump Shot,587,20160101,2184,WAS,-218.3275,102.1918,9,3,202066,Garrett Temple,3.0,47,1,26,589.64,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612764,Washington Wizards,ORL
Layup Shot,97,20151225,8688,OKC,101.9517,80.5013,1,2,203460,Andre Roberson,2.0,37,1,1,108.95,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612760,Oklahoma City Thunder,CHI
Jump Shot,17,20151212,2115,DET,6.0848,8.7157,0,1,203484,Kentavious Caldwell-Pope,1.0,17,1,8,20.11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612765,Detroit Pistons,IND
Driving Layup Shot,27,20151107,5063,CHI,29.8687,117.4549,0,4,2419,Tayshaun Prince,4.0,27,1,1,28.75,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612750,Minnesota Timberwolves,MIN
